periode_data,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
201703,"Jakarta Timur","KRAMAT JATI",CILILITAN,"RW 06, 07, 016",3,0,0,0,"40 - 100 cm",8,0,0,0,0,0,0,0,0
201703,"Jakarta Timur",MAKASAR,"CIPINANG MELAYU","RW 03, 04, 07",3,0,0,0,"25 - 70 cm","1 - 3, 7 - 8, 18, 23",0,0,0,0,0,0,0,0
201703,"Jakarta Timur",MAKASAR,"HALIM PERDANA KUSUMA","RW 05",1,0,0,0,"5 - 15 cm",2,0,0,0,0,0,0,0,0
201703,"Jakarta Timur",MAKASAR,MAKASAR,"RW 05",1,0,0,0,"5 - 15 cm",2,0,0,0,0,0,0,0,0
201703,"Jakarta Timur","PASAR REBO",CIJANTUNG,"RW 01",1,0,0,0,"40 cm","1 - 2",0,0,0,0,0,0,0,0
201703,"Jakarta Timur","PASAR REBO",PEKAYON,"RW 07",1,0,0,0,"90 cm","1 - 2",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. CENGKARENG","KEL. DURI KOSAMBI","RW. 08",1,0,0,0,"10 - 30 cm","1 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. CENGKARENG","KEL. RAWA BUAYA","RW. 02, RW. 04",2,7,0,0,"25 s/d 40 cm","7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. KEMBANGAN ","KEL. JOGLO","RW. 01",1,0,0,0,"10 s/d 30 cm","7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. KEMBANGAN ","KEL. KEMBANGAN UTARA","RW. 01, RW. 02, RW. 03, RW. 04, RW 09",5,8,5,20,"10 s/d 80 cm","7 Mei (1 hari)",0,0,0,0,20,1,0,0
201705,"Jakarta Barat","KEC. KEMBANGAN ","KEL. KEMBANGAN SELATAN","RW. 03",1,0,0,0,"10 s/d 50 cm","7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. KEMBANGAN ","KEL. MERUYA SELATAN","RW. 10",1,0,0,0,"10 s/d 30 cm","7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. PALMERAH","KEL. SLIPI","RW. 03",1,0,0,0,"10 s/d 30 cm","7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Barat","KEC. KEBON JERUK","KEL. KEDOYA SELATAN","RW. 05",1,1,0,0,"50 s/d 70 cm","7 Mei (1 hari)",0,0,0,0,20,1,0,0
201705,"Jakarta Selatan","KEC. CILANDAK","KEL. LEBAK BULUS","RW. 02, RW. 08",2,0,0,0,"10 - 50 cm","1 Mei (1 hari), 7 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. CILANDAK","KEL. PONDOK LABU","RW. 01, RW. 03, RW. 07, RW. 10",4,11,0,0,"5 s/d 120 cm","4 - 5  Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. MAMPANG PRAPATAN","KEL. BANGKA","RW. 04",1,1,0,0,"80 cm","1 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. JAGAKARSA","KEL. SRENGSENG SAWAH","RW. 07",1,0,0,0,"10 s/d 30 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. JAGAKARSA","KEL. CIPEDAK","RW. 05",1,2,0,0,"30 cm","4 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. PASAR MINGGU","KEL. CILANDAK TIMUR","RW. 01, RW. 03",2,3,0,0,"20 s/d 65 cm","4 - 5 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. PASAR MINGGU","KEL. PEJATEN TIMUR","RW. 05, RW. 06, RW. 08",3,3,0,0,"10 s/d 20 cm","4 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. PASAR MINGGU","KEL. JATIPADANG","RW. 04",1,1,0,0,"20 s/d 40 cm","5 - 6 Mei (2 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Selatan","KEC. KEBAYORAN LAMA","KEL. PONDOK PINANG","RW. 05",1,4,0,0,"20 s/d 40 cm","6 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. CAKUNG","KEL. CAKUNG TIMUR","RW. 12",1,0,0,0,"10 s/d 40 cm","1 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. PASAR REBO","KEL. CIJANTUNG","RW. 01",1,1,0,0,"20 s/d 60 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. JATINEGARA","KEL. KAMPUNG MELAYU","RW. 04, RW. 05, RW. 07, RW. 08",4,25,246,835,"5 s/d 110 cm","2 Mei (1 hari), 4 Mei (1 hari), 6 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. CIRACAS","KEL. RAMBUTAN","RW. 02, RW. 03, RW. 06",3,3,0,0,"20 s/d 30 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. CIRACAS","KEL. SUSUKAN","RW. 03, RW. 04",2,2,0,0,"30 s/d 40 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. CIRACAS","KEL. CIRACAS","RW 10",1,1,0,0,"10 s/d 30 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. MAKASAR","KEL. HALIM PERDANA KUSUMA","RW. 05, RW. 07",2,0,0,0,"5 cm","2 Mei (1 hari)",0,0,0,0,0,0,0,0
201705,"Jakarta Timur","KEC. KRAMAT JATI","KEL. CAWANG","RW. 01, RW. 02, RW. 03, RW. 05, RW. 08",5,20,805,2565,"5 s/d 60 cm","4 Mei (1 hari), 5 - 6 Mei (2 hari)",0,0,0,0,0,0,0,0
201710,"Jakarta Barat","KEC. KEBON JERUK","KEL. SUKABUMI SELATAN","RW. 04",1,1,0,0,"10 s/d 70 cm","tgl. 9",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. MAMPANG PRAPATAN","KEL.  BANGKA","RW. 02, 03, 04",3,4,0,0,"20 s/d 80 cm","tgl. 9, 19",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. PANCORAN","KEL. PANCORAN","RW. 04",1,1,0,0,"70 s/d 100 cm","tgl. 9",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. CILANDAK","KEL. PONDOK LABU","RW. 01, 02, 07, 09, 10",5,9,0,0,"40 s/d 70 cm","tgl, 18",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. PASAR MINGGU","KEL. JATI PADANG","RW. 02, 03, 06",3,6,15,0,"10 s/d 60 cm","tgl. 19, 20, 23",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. PASAR MINGGU","KEL.CILANDAK TIMUR","RW. 01, 03, 04",3,5,0,0,"20 s/d 105 cm","tgl. 19",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. KEBAYORAN BARU","KEL. CIPETE UTARA","RW. 06",1,3,0,0,"50 cm","tgl. 19",0,0,0,0,0,0,0,0
201710,"Jakarta Selatan","KEC. KEBAYORAN BARU","KEL. PETOGOGAN","RW. 01, 02, 03",3,30,0,0,"20 s/d 70 cm","tgl. 19",0,0,0,0,0,0,0,0
201710,"Jakarta Timur","KEC. JATINEGARA","KEL. KAMPUNG MELAYU","RW 04, 05",2,7,0,0,"30 s/d 50 cm","tgl. 8",0,0,0,0,0,0,0,0
201710,"Jakarta Timur","KEC. JATINEGARA","KEL. CIPINANG MUARA","RW. 13",1,3,0,0,"20 s/d 40 cm","tgl. 19",0,0,0,0,0,0,0,0
201710,"Jakarta Timur","KEC. MAKASAR","KEL. CIPINANG MELAYU","RW. 03, 04",2,11,0,0,"20 s/d 45 cm","tgl. 19",0,0,0,0,0,0,0,0
201711,"Jakarta Barat",CENGKARENG,KAPUK,5,1,1,0,0,"20 - 40 cm","TGL 12",0,0,0,0,0,0,0,0
201711,"Jakarta Barat",CENGKARENG,"CENGKARENG TIMUR","3, 13",2,2,0,0,"30 - 40 cm","TGL 12",0,0,0,0,0,0,0,0
201711,"Jakarta Barat",CENGKARENG,"RAWA BUAYA","01, 02, 05, 011",4,5,0,0,"10 - 50 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Barat",KEMBANGAN,"KEMBANGAN SELATAN","08, 09",2,2,0,0,"10 - 30 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Barat",KEMBANGAN,SRENGSENG,"01, 02, 05, 07, 08",5,5,0,0,"20 - 50 cm","TGL 12, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Barat","KEBON JERUK","KEDOYA SELATAN","03, 05",2,6,0,0,"30 - 70 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Barat","KEBON JERUK","KEDOYA UTARA",8,1,4,0,0,"25 cm","TGL 22",0,0,0,0,0,0,0,0
201711,"Jakarta Barat","KEBON JERUK","DURI KEPA","02, 013",2,2,0,0,"10 - 40 cm","TGL 13, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Barat","GROGOL PETAMBURAN","TANJUNG DUREN UTARA","02, 05",2,2,0,0,"10 - 30 cm","TGL 13",0,0,0,0,0,0,0,0
201711,"Jakarta Barat","GROGOL PETAMBURAN","WIJAYA KUSUMA",8,1,1,0,0,"20 - 25 cm","TGL 17",0,0,0,0,0,0,0,0
201711,"Jakarta Pusat","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",4,1,1,0,0,"10 - 20 cm","TGL 13",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","PASAR MINGGU","JATI PADANG","02, 05, 06",3,3,19,40,"10 - 60 cm","TGL 12, 13, 21, 22, 30",0,0,0,0,40,1,0,0
201711,"Jakarta Selatan","PASAR MINGGU",RAGUNAN,2,1,1,0,0,"10 - 70 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","PASAR MINGGU","CILANDAK TIMUR","01, 03",2,3,13,34,"70 cm","TGL 12, 13",0,0,0,0,34,2,0,0
201711,"Jakarta Selatan","PASAR MINGGU","PEJATEN TIMUR","07, 08",2,3,0,0,"20 - 50 cm","TGL 17",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan",PANCORAN,PENGADEGAN,1,1,1,0,0,"30 cm","TGL 07",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan",PESANGGRAHAN,ULUJAMI,"01, 02, 03, 04, 05, 07, 08",7,11,886,3186,"10 - 150 cm","TGL 09, 10, 12, 13, 16, 17",0,0,0,0,430,6,0,0
201711,"Jakarta Selatan",PESANGGRAHAN,BINTARO,"01, 03, 04, 06, 09",5,5,15,60,"10 - 80 cm","TGL 12, 13",0,0,0,0,60,1,0,0
201711,"Jakarta Selatan",PESANGGRAHAN,"PETUKANGAN UTARA","08, 09",2,3,0,0,"30 - 40 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan",PESANGGRAHAN,"PETUKANGAN SELATAN",6,1,1,197,788,"30 - 90 cm","TGL 16, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","KEBAYORAN LAMA",CIPULIR,"06, 07, 10",3,3,0,0,"30 - 50 cm","TGL 09, 12, 13, 16, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","KEBAYORAN LAMA","PONDOK PINANG","01, 05, 06",3,3,0,0,"10 - 50 cm","TGL 09, 12, 13, 16, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA",5,1,1,0,0,"10 - 50 cm","TGL 12",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","KEBAYORAN BARU","CIPETE UTARA",6,1,3,0,0,"25 cm","TGL 09",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","KEBAYORAN BARU",PETOGOGAN,3,1,1,0,0,"10 - 20 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan",CILANDAK,"CILANDAK BARAT","05, 09",2,2,0,0,"10 - 40 cm","TGL 12, 13",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan",CILANDAK,"LEBAK BULUS",5,1,1,0,0,"10 - 40 cm","TGL 12",0,0,0,0,0,0,0,0
201711,"Jakarta Selatan","MAMPANG PRAPATAN",BANGKA,"02, 03, 04",3,3,0,0,"20 - 100 cm","TGL 12",0,0,0,0,0,0,0,0
201711,"Jakarta Timur",JATINEGARA,"KAMPUNG MELAYU","04,05,07,08",4,21,213,724,"5 - 80 cm","TGL 07, 10, 17, 18",0,0,0,0,0,0,0,0
201711,"Jakarta Timur",JATINEGARA,"BIDARA CINA","05, 07, 08, 011",4,28,592,1673,"10 - 60 cm","TGL 18",0,0,0,0,0,0,0,0
201711,"Jakarta Timur","KRAMAT JATI",CAWANG,"01, 02, 03, 05, 08",5,23,0,0,"10 - 50 cm","TGL 07, 18",0,0,0,0,0,0,0,0
201711,"Jakarta Timur","KRAMAT JATI",CILILITAN,"06, 07",2,6,0,0,"20 - 50 cm","TGL 18",0,0,0,0,0,0,0,0
201711,"Jakarta Timur",MAKASAR,"CIPINANG MELAYU","03, 04",2,11,0,0,"10 cm","TGL 19, 20",0,0,0,0,0,0,0,0
201711,"Jakarta Utara","TANJUNG PRIOK","SUNTER JAYA",11,1,1,0,0,"10 - 30 cm","TGL 13",0,0,0,0,0,0,0,0
201711,"Jakarta Utara",PENJARINGAN,PENJARINGAN,"03, 08, 17",3,3,0,0,"10 - 15 cm","TGL 7, 17",0,0,0,0,0,0,0,0
201711,"Jakarta Utara",PENJARINGAN,PLUIT,1,1,1,0,0,"20 - 40 cm","TGL 6, 7",0,0,0,0,0,0,0,0
201711,"Jakarta Utara",PENJARINGAN,"KAMAL MUARA","01, 04",2,2,0,0,"20 - 40 cm","TGL 6, 7",0,0,0,0,0,0,0,0
201712,"Jakarta Barat",KALIDERES,KAMAL,"01, 04",2,6,0,0,"20 s/d 30 cm","tgl. 03, 04, 06, 20",0,0,0,0,0,0,0,0
201712,"Jakarta Barat","GROGOL PETAMBURAN","JELAMBAR BARU","01,06, 07",3,2,0,0,"10 s/d 20 cm","tgl. 05, 06, 07, 09",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan","PASAR MINGGU","JATI PADANG",6,1,1,8,35,"5 - 50 cm","tgl. 01, 11, 16, 20",0,0,0,0,35,1,0,0
201712,"Jakarta Selatan",PANCORAN,KALIBATA,"05, 09, 10",3,3,0,0,"20 s/d 30 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",SETIABUDI,"KUNINGAN TIMUR",5,1,1,0,0,"20 s/d 25 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",TEBET,"KEBON BARU",6,1,1,0,0,"40 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",TEBET,"BUKIT DURI","04, 06, 08",3,3,0,0,"20 s/d 30 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",TEBET,MANGGARAI,3,1,1,0,0,"20 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",JAGAKARSA,JAGAKARSA,3,1,1,0,0,"10 s/d 20 cm","tgl. 16",0,0,0,0,0,0,0,0
201712,"Jakarta Selatan",CILANDAK,"PONDOK LABU",1,1,1,0,0,"50 s/d 70 cm","tgl. 20",0,0,0,0,0,0,0,0
201712,"Jakarta Timur",MAKASAR,"CIPINANG MELAYU","RW. 03, 04",2,11,0,0,"20 s/d 50 cm","tgl. 11, 16, 17, 20",0,0,0,0,0,0,0,0
201712,"Jakarta Timur",JATINEGARA,"CIPINANG MUARA",13,1,3,0,0,"20 s/d 40 cm","tgl. 11",0,0,0,0,0,0,0,0
201712,"Jakarta Timur",CAKUNG,"RAWA TERATE",5,1,1,0,0,"20 s/d 40 cm","tgl. 11",0,0,0,0,0,0,0,0
201712,"Jakarta Timur","PASAR REBO",KALISARI,"03, 11",2,2,0,0,"20 s/d 40 cm","tgl. 11",0,0,0,0,0,0,0,0
201712,"Jakarta Timur","KRAMAT JATI",CILILITAN,1,1,1,0,0,"10 s/d 50 cm","tgl. 12",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PENJARINGAN,"KAPUK MUARA","01,",1,4,0,0,"5 s/d 15 cm","tgl. 03, 06",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PENJARINGAN,"KAMAL MUARA","01, 04,",2,2,0,0,"10 s/d 50 cm","tgl. 03, 04, 05, 06, 07, 08",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PENJARINGAN,PENJARINGAN,"01, 02, 03, 17",4,4,0,0,"5 s/d 30 cm","tgl. 03, 05, 06",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PENJARINGAN,PLUIT,"01, 11, 20, 22",4,4,0,0,"10 s/d 30 cm","tgl. 04, 05, 06",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PENJARINGAN,PEJAGALAN,016,1,1,0,0,"10 s/d 20 cm","tgl 05 ",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",CILINCING,MARUNDA,"01, 02, 04 ,06, 07, 09",6,6,123,369,"5 s/d 30 cm","tgl. 04, 05, 06",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",CILINCING,CILINCING,"06, 09",2,2,0,0,"5 s/d 15 cm","tgl. 05",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",PADEMANGAN,ANCOL,10,1,1,0,0,"10 s/d 15 cm","tgl. 05",0,0,0,0,0,0,0,0
201712,"Jakarta Utara","TANJUNG PRIOK","SUNTER AGUNG","03, 06, 08",3,3,0,0,"05 s/d 15 cm","tgl. 05, 06, 07",0,0,0,0,0,0,0,0
201712,"Jakarta Utara",KOJA,KOJA,11,1,1,0,0,"10 s/d 15 cm","tgl. 05",0,0,0,0,0,0,0,0
201712,"Kepulauan Seribu","KEPULAUAN SERIBU SELATAN","PULAU TIDUNG","02, 03",2,5,0,0,"10 s/d 20 cm","tgl. 05",0,0,0,0,0,0,0,0
201701,"Jakarta Barat","KEBON JERUK","KELAPA DUA",8,1,0,0,0,"20 - 30 cm",10-Nov,0,0,0,0,0,0,0,0
201701,"Jakarta Selatan","KEBAYORAN BARU",PETOGOGAN,"01, 02, 03",3,0,0,0,"10 - 70 cm",10,0,0,0,0,0,0,0,0
201701,"Jakarta Selatan","KEBAYORAN LAMA",CIPULIR,11,1,0,0,0,"30 - 40 cm",10,0,0,0,0,0,0,0,0
201701,"Jakarta Selatan","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN",12,1,0,0,0,"10 - 40 cm",10,0,0,0,0,0,0,0,0
201701,"Jakarta Timur","DUREN SAWIT",KLENDER,11,1,0,0,0,"20 - 30 cm",11,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",CENGKARENG,"CENGKARENG BARAT",2,0,0,0,"80 cm","21 - 24",,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",CENGKARENG,"CENGKARENG TIMUR",2,0,0,0,"30 - 40 cm","21 - 22",,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",CENGKARENG,KAPUK,14,0,586,1388,"80 - 90 cm","21 - 23",,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",CENGKARENG,"KEDAUNG KALI ANGKE",3,0,0,0,"40 - 100 cm","21 - 22",,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",CENGKARENG,"RAWA BUAYA",10,0,0,0,"100 cm","20 - 24",,0,0,0,0,272,0,0,0
201702,"Jakarta Barat","GROGOL PETAMBURAN","WIJAYA KESUMA",1,0,0,0,"10 cm",16,,0,0,0,0,0,0,0,0
201702,"Jakarta Barat","KALI DERES",SEMANAN,4,0,0,0,"40 cm",21,,1,0,0,0,0,0,0,0
201702,"Jakarta Barat","KALI DERES","TEGAL ALUR",13,0,0,0,"50 - 80 cm","21 - 23",,0,0,0,0,68,0,0,0
201702,"Jakarta Barat","KEBON JERUK","KEDOYA SELATAN",1,0,0,0,"20 - 70 cm",26,,2,0,0,0,0,0,0,0
201702,"Jakarta Barat","KEBON JERUK","KEDOYA UTARA",4,0,0,0,"30 - 60 cm","21 - 22",,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",KEMBANGAN,"KEMBANGAN SELATAN",1,0,0,0,"40 cm",24,,0,0,0,0,0,0,0,0
201702,"Jakarta Barat",KEMBANGAN,"KEMBANGAN UTARA",4,0,0,0,"60 cm","21 - 22",,0,0,0,0,130,0,0,0
201702,"Jakarta Barat","TAMAN SARI",GLODOK,1,0,0,0,"50 cm",21,,0,0,0,0,0,0,0,0
201702,"Jakarta Pusat","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",2,0,0,0,"30 - 70 cm","21 - 22",,0,0,0,0,0,0,0,0
201702,"Jakarta Pusat",KEMAYORAN,SERDANG,1,0,0,0,"30 - 70 cm","21 - 22",,0,0,0,0,0,0,0,0
201702,"Jakarta Pusat","TANAH ABANG",PETAMBURAN,2,0,0,0,"10 - 40 cm","14, 21",,0,0,0,0,0,0,0,0
201702,"Jakarta Selatan",CILANDAK,"CIPETE SELATAN",1,0,0,0,"30 - 60 cm",26,,0,0,0,0,0,0,0,0
